   BST_find |  BST_insert |     LSA_find |  LSA_insert | 

              1           35677               1               0 

              3           35677               2               0 

              5           35677               3               0 

              5           35677               4               0 

              3           35677               5               0 

              7           35677               6               0 

              7           35677               7               0 

              9           35677               8               0 

              5           35677               9               0 

              9           35677              10               0 

             11           35677              11               0 

              5           35677              12               0 

             13           35677              13               0 

              7           35677              14               0 

              7           35677              15               0 

              9           35677              16               0 

             15           35677              17               0 

             15           35677              18               0 

              9           35677              19               0 

             11           35677              20               0 

             17           35677              21               0 

             19           35677              22               0 

              7           35677              23               0 

             19           35677              24               0 

             11           35677              25               0 

             13           35677              26               0 

             17           35677              27               0 

             21           35677              28               0 

             23           35677              29               0 

              9           35677              30               0 

              9           35677              31               0 

             21           35677              32               0 

             17           35677              33               0 

             13           35677              34               0 

              9           35677              35               0 

             15           35677              36               0 

             11           35677              37               0 

             25           35677              38               0 

             11           35677              39               0 

             11           35677              40               0 

             19           35677              41               0 

              9           35677              42               0 

             13           35677              43               0 

             21           35677              44               0 

             11           35677              45               0 

             15           35677              46               0 

             13           35677              47               0 

             15           35677              48               0 

             11           35677              49               0 

             21           35677              50               0 

             11           35677              51               0 

             21           35677              52               0 

             15           35677              53               0 

             23           35677              54               0 

             19           35677              55               0 

             27           35677              56               0 

             23           35677              57               0 

             23           35677              58               0 

             25           35677              59               0 

             13           35677              60               0 

             27           35677              61               0 

             17           35677              62               0 

             17           35677              63               0 

             13           35677              64               0 

             13           35677              65               0 

             13           35677              66               0 

             13           35677              67               0 

             15           35677              68               0 

             11           35677              69               0 

             15           35677              70               0 

             15           35677              71               0 

             19           35677              72               0 

             21           35677              73               0 

             21           35677              74               0 

             11           35677              75               0 

              7           35677              76               0 

             13           35677              77               0 

              9           35677              78               0 

             13           35677              79               0 

             13           35677              80               0 

             23           35677              81               0 

              9           35677              82               0 

             17           35677              83               0 

             15           35677              84               0 

             11           35677              85               0 

             21           35677              86               0 

             11           35677              87               0 

             13           35677              88               0 

             17           35677              89               0 

             23           35677              90               0 

             29           35677              91               0 

             21           35677              92               0 

             17           35677              93               0 

             23           35677              94               0 

             29           35677              95               0 

             15           35677              96               0 

             15           35677              97               0 

              7           35677              98               0 

             19           35677              99               0 

             23           35677             100               0 

             13           35677             101               0 

             15           35677             102               0 

             11           35677             103               0 

             19           35677             104               0 

             25           35677             105               0 

             13           35677             106               0 

             15           35677             107               0 

             17           35677             108               0 

             15           35677             109               0 

             17           35677             110               0 

             13           35677             111               0 

             13           35677             112               0 

             15           35677             113               0 

              9           35677             114               0 

             25           35677             115               0 

             15           35677             116               0 

             25           35677             117               0 

             23           35677             118               0 

             11           35677             119               0 

             15           35677             120               0 

             15           35677             121               0 

             19           35677             122               0 

             17           35677             123               0 

             27           35677             124               0 

             15           35677             125               0 

             11           35677             126               0 

             13           35677             127               0 

             15           35677             128               0 

             25           35677             129               0 

             17           35677             130               0 

             25           35677             131               0 

             25           35677             132               0 

             27           35677             133               0 

             27           35677             134               0 

             27           35677             135               0 

             15           35677             136               0 

             25           35677             137               0 

             19           35677             138               0 

             23           35677             139               0 

             15           35677             140               0 

             17           35677             141               0 

             29           35677             142               0 

             23           35677             143               0 

             31           35677             144               0 

             25           35677             145               0 

             25           35677             146               0 

             27           35677             147               0 

             19           35677             148               0 

             31           35677             149               0 

             27           35677             150               0 

             19           35677             151               0 

             17           35677             152               0 

             19           35677             153               0 

             23           35677             154               0 

              9           35677             155               0 

             27           35677             156               0 

             11           35677             157               0 

