   BST_find |  BST_insert |     LSA_find |  LSA_insert | 

              1            9481               1               0 

              3            9481               2               0 

              5            9481               3               0 

              5            9481               4               0 

              7            9481               5               0 

              3            9481               6               0 

              9            9481               7               0 

             11            9481               8               0 

              9            9481               9               0 

             11            9481              10               0 

             13            9481              11               0 

             13            9481              12               0 

             13            9481              13               0 

             11            9481              14               0 

             15            9481              15               0 

             15            9481              16               0 

             11            9481              17               0 

             15            9481              18               0 

             13            9481              19               0 

             13            9481              20               0 

             15            9481              21               0 

             15            9481              22               0 

             17            9481              23               0 

             15            9481              24               0 

             13            9481              25               0 

             19            9481              26               0 

              5            9481              27               0 

             15            9481              28               0 

             15            9481              29               0 

             17            9481              30               0 

             19            9481              31               0 

             17            9481              32               0 

             17            9481              33               0 

             13            9481              34               0 

             15            9481              35               0 

             15            9481              36               0 

             17            9481              37               0 

             19            9481              38               0 

              7            9481              39               0 

             17            9481              40               0 

             21            9481              41               0 

             15            9481              42               0 

             17            9481              43               0 

             19            9481              44               0 

             17            9481              45               0 

             15            9481              46               0 

             17            9481              47               0 

             17            9481              48               0 

              7            9481              49               0 

             19            9481              50               0 

             17            9481              51               0 

             21            9481              52               0 

             17            9481              53               0 

             19            9481              54               0 

             17            9481              55               0 

             21            9481              56               0 

             21            9481              57               0 

             17            9481              58               0 

             19            9481              59               0 

             21            9481              60               0 

             23            9481              61               0 

             19            9481              62               0 

              9            9481              63               0 

             23            9481              64               0 

             21            9481              65               0 

             23            9481              66               0 

              7            9481              67               0 

             25            9481              68               0 

             11            9481              69               0 

             23            9481              70               0 

             15            9481              71               0 

             21            9481              72               0 

             25            9481              73               0 

             25            9481              74               0 

             15            9481              75               0 

             19            9481              76               0 

             23            9481              77               0 

             13            9481              78               0 

             23            9481              79               0 

             21            9481              80               0 

             21            9481              81               0 

             23            9481              82               0 

             23            9481              83               0 

             17            9481              84               0 

             17            9481              85               0 

              7            9481              86               0 

              7            9481              87               0 

             19            9481              88               0 

             17            9481              89               0 

             21            9481              90               0 

              9            9481              91               0 

             19            9481              92               0 

              9            9481              93               0 

             27            9481              94               0 

             19            9481              95               0 

              9            9481              96               0 

             19            9481              97               0 

             17            9481              98               0 

             11            9481              99               0 

             23            9481             100               0 

             19            9481             101               0 

             23            9481             102               0 

             23            9481             103               0 

             25            9481             104               0 

             19            9481             105               0 

              9            9481             106               0 

             11            9481             107               0 

             17            9481             108               0 

             25            9481             109               0 

             25            9481             110               0 

             19            9481             111               0 

             13            9481             112               0 

             19            9481             113               0 

             25            9481             114               0 

             27            9481             115               0 

             11            9481             116               0 

             21            9481             117               0 

             19            9481             118               0 

             17            9481             119               0 

             29            9481             120               0 

             21            9481             121               0 

              9            9481             122               0 

             11            9481             123               0 

             19            9481             124               0 

             13            9481             125               0 

             25            9481             126               0 

             17            9481             127               0 

             19            9481             128               0 

             23            9481             129               0 

             21            9481             130               0 

             17            9481             131               0 

             19            9481             132               0 

             19            9481             133               0 

             11            9481             134               0 

             23            9481             135               0 

             27            9481             136               0 

             27            9481             137               0 

             23            9481             138               0 

             25            9481             139               0 

             13            9481             140               0 

             21            9481             141               0 

             27            9481             142               0 

             23            9481             143               0 

             21            9481             144               0 

             13            9481             145               0 

             19            9481             146               0 

             25            9481             147               0 

             23            9481             148               0 

             25            9481             149               0 

             15            9481             150               0 

             19            9481             151               0 

             29            9481             152               0 

             21            9481             153               0 

             19            9481             154               0 

             19            9481             155               0 

             27            9481             156               0 

             25            9481             157               0 

             27            9481             158               0 

             25            9481             159               0 

             19            9481             160               0 

             21            9481             161               0 

             13            9481             162               0 

             19            9481             163               0 

             29            9481             164               0 

             27            9481             165               0 

             15            9481             166               0 

             11            9481             167               0 

             21            9481             168               0 

             23            9481             169               0 

             27            9481             170               0 

             21            9481             171               0 

             29            9481             172               0 

             21            9481             173               0 

             15            9481             174               0 

             25            9481             175               0 

             23            9481             176               0 

             11            9481             177               0 

             21            9481             178               0 

             29            9481             179               0 

             25            9481             180               0 

             29            9481             181               0 

             23            9481             182               0 

             25            9481             183               0 

             25            9481             184               0 

             25            9481             185               0 

             29            9481             186               0 

             21            9481             187               0 

             27            9481             188               0 

             31            9481             189               0 

             25            9481             190               0 

             23            9481             191               0 

             27            9481             192               0 

             15            9481             193               0 

             31            9481             194               0 

             21            9481             195               0 

             21            9481             196               0 

             21            9481             197               0 

             21            9481             198               0 

             27            9481             199               0 

             17            9481             200               0 

             25            9481             201               0 

             23            9481             202               0 

             19            9481             203               0 

             17            9481             204               0 

             15            9481             205               0 

             21            9481             206               0 

             15            9481             207               0 

             29            9481             208               0 

             19            9481             209               0 

             29            9481             210               0 

             21            9481             211               0 

             23            9481             212               0 

             13            9481             213               0 

             31            9481             214               0 

             23            9481             215               0 

             29            9481             216               0 

             21            9481             217               0 

             17            9481             218               0 

             27            9481             219               0 

             23            9481             220               0 

             23            9481             221               0 

             31            9481             222               0 

             11            9481             223               0 

             21            9481             224               0 

             21            9481             225               0 

             13            9481             226               0 

             23            9481             227               0 

             19            9481             228               0 

             19            9481             229               0 

             23            9481             230               0 

             29            9481             231               0 

             17            9481             232               0 

             13            9481             233               0 

             31            9481             234               0 

             15            9481             235               0 

             27            9481             236               0 

             15            9481             237               0 

             25            9481             238               0 

             27            9481             239               0 

             27            9481             240               0 

             27            9481             241               0 

             19            9481             242               0 

             15            9481             243               0 

             27            9481             244               0 

             27            9481             245               0 

             25            9481             246               0 

             19            9481             247               0 

             19            9481             248               0 

             29            9481             249               0 

              9            9481             250               0 

              9            9481             251               0 

             27            9481             252               0 

             29            9481             253               0 

             31            9481             254               0 

             17            9481             255               0 

             19            9481             256               0 

             19            9481             257               0 

             29            9481             258               0 

             21            9481             259               0 

             23            9481             260               0 

             25            9481             261               0 

             25            9481             262               0 

             33            9481             263               0 

             25            9481             264               0 

             23            9481             265               0 

             23            9481             266               0 

             27            9481             267               0 

             29            9481             268               0 

             31            9481             269               0 

             23            9481             270               0 

             21            9481             271               0 

             25            9481             272               0 

             13            9481             273               0 

             27            9481             274               0 

             29            9481             275               0 

             21            9481             276               0 

             21            9481             277               0 

             29            9481             278               0 

             21            9481             279               0 

             33            9481             280               0 

             33            9481             281               0 

             23            9481             282               0 

             17            9481             283               0 

             21            9481             284               0 

             31            9481             285               0 

             25            9481             286               0 

             29            9481             287               0 

             15            9481             288               0 

             21            9481             289               0 

             29            9481             290               0 

             29            9481             291               0 

             15            9481             292               0 

             31            9481             293               0 

             25            9481             294               0 

             35            9481             295               0 

             21            9481             296               0 

             19            9481             297               0 

             31            9481             298               0 

             33            9481             299               0 

             31            9481             300               0 

             27            9481             301               0 

             29            9481             302               0 

             17            9481             303               0 

             19            9481             304               0 

             31            9481             305               0 

             37            9481             306               0 

             33            9481             307               0 

             35            9481             308               0 

             23            9481             309               0 

             27            9481             310               0 

             23            9481             311               0 

             25            9481             312               0 

             27            9481             313               0 

             23            9481             314               0 

             33            9481             315               0 

             31            9481             316               0 

             11            9481             317               0 

             17            9481             318               0 

             21            9481             319               0 

             21            9481             320               0 

             33            9481             321               0 

             31            9481             322               0 

             31            9481             323               0 

             31            9481             324               0 

             11            9481             325               0 

             19            9481             326               0 

             33            9481             327               0 

             25            9481             328               0 

             21            9481             329               0 

             27            9481             330               0 

             15            9481             331               0 

             33            9481             332               0 

             21            9481             333               0 

             13            9481             334               0 

             31            9481             335               0 

             23            9481             336               0 

             35            9481             337               0 

             25            9481             338               0 

             15            9481             339               0 

             25            9481             340               0 

             23            9481             341               0 

             29            9481             342               0 

             27            9481             343               0 

             33            9481             344               0 

             33            9481             345               0 

             29            9481             346               0 

             31            9481             347               0 

             21            9481             348               0 

             27            9481             349               0 

             31            9481             350               0 

             21            9481             351               0 

             17            9481             352               0 

             25            9481             353               0 

             11            9481             354               0 

             31            9481             355               0 

             11            9481             356               0 

             21            9481             357               0 

             17            9481             358               0 

             35            9481             359               0 

             29            9481             360               0 

             35            9481             361               0 

             21            9481             362               0 

             23            9481             363               0 

             27            9481             364               0 

             25            9481             365               0 

             25            9481             366               0 

             27            9481             367               0 

             19            9481             368               0 

             21            9481             369               0 

             31            9481             370               0 

             25            9481             371               0 

             29            9481             372               0 

             15            9481             373               0 

             29            9481             374               0 

             25            9481             375               0 

             25            9481             376               0 

             29            9481             377               0 

             17            9481             378               0 

             19            9481             379               0 

             31            9481             380               0 

             35            9481             381               0 

             27            9481             382               0 

              9            9481             383               0 

             19            9481             384               0 

             33            9481             385               0 

             17            9481             386               0 

             27            9481             387               0 

             25            9481             388               0 

             31            9481             389               0 

             17            9481             390               0 

             23            9481             391               0 

             27            9481             392               0 

             19            9481             393               0 

             31            9481             394               0 

             33            9481             395               0 

             27            9481             396               0 

             37            9481             397               0 

             17            9481             398               0 

             19            9481             399               0 

             19            9481             400               0 

             23            9481             401               0 

             35            9481             402               0 

             25            9481             403               0 

             13            9481             404               0 

             23            9481             405               0 

             33            9481             406               0 

             17            9481             407               0 

             25            9481             408               0 

             33            9481             409               0 

             35            9481             410               0 

             23            9481             411               0 

             23            9481             412               0 

             21            9481             413               0 

             23            9481             414               0 

             39            9481             415               0 

             27            9481             416               0 

             31            9481             417               0 

             37            9481             418               0 

             21            9481             419               0 

             23            9481             420               0 

             13            9481             421               0 

             25            9481             422               0 

             25            9481             423               0 

             29            9481             424               0 

             25            9481             425               0 

             25            9481             426               0 

             23            9481             427               0 

             33            9481             428               0 

             27            9481             429               0 

             13            9481             430               0 

             11            9481             431               0 

             33            9481             432               0 

             27            9481             433               0 

             21            9481             434               0 

             33            9481             435               0 

             29            9481             436               0 

             31            9481             437               0 

             25            9481             438               0 

             17            9481             439               0 

             19            9481             440               0 

             23            9481             441               0 

             25            9481             442               0 

             29            9481             443               0 

             33            9481             444               0 

             31            9481             445               0 

             21            9481             446               0 

             31            9481             447               0 

             27            9481             448               0 

             31            9481             449               0 

             31            9481             450               0 

             21            9481             451               0 

             17            9481             452               0 

             17            9481             453               0 

             19            9481             454               0 

             25            9481             455               0 

             31            9481             456               0 

             23            9481             457               0 

             19            9481             458               0 

             27            9481             459               0 

             27            9481             460               0 

             25            9481             461               0 

             15            9481             462               0 

             23            9481             463               0 

             23            9481             464               0 

             21            9481             465               0 

             35            9481             466               0 

             13            9481             467               0 

             31            9481             468               0 

             27            9481             469               0 

             17            9481             470               0 

             37            9481             471               0 

             31            9481             472               0 

             29            9481             473               0 

             35            9481             474               0 

             33            9481             475               0 

             19            9481             476               0 

             27            9481             477               0 

             29            9481             478               0 

             29            9481             479               0 

             17            9481             480               0 

             25            9481             481               0 

             15            9481             482               0 

             31            9481             483               0 

             25            9481             484               0 

             37            9481             485               0 

             21            9481             486               0 

             27            9481             487               0 

             27            9481             488               0 

             25            9481             489               0 

             19            9481             490               0 

             19            9481             491               0 

             23            9481             492               0 

             27            9481             493               0 

             29            9481             494               0 

             23            9481             495               0 

             23            9481             496               0 

             39            9481             497               0 

             21            9481             498               0 

             35            9481             499               0 

             23            9481             500               0 

             31            9481             501               0 

             27            9481             502               0 

             21            9481             503               0 

             21            9481             504               0 

             25            9481             505               0 

             35            9481             506               0 

             29            9481             507               0 

             29            9481             508               0 

             33            9481             509               0 

             33            9481             510               0 

             33            9481             511               0 

             19            9481             512               0 

             21            9481             513               0 

             23            9481             514               0 

             29            9481             515               0 

             21            9481             516               0 

             23            9481             517               0 

             39            9481             518               0 

             37            9481             519               0 

             35            9481             520               0 

             23            9481             521               0 

             29            9481             522               0 

             27            9481             523               0 

             25            9481             524               0 

             29            9481             525               0 

             33            9481             526               0 

             27            9481             527               0 

             37            9481             528               0 

             35            9481             529               0 

             27            9481             530               0 

             29            9481             531               0 

             31            9481             532               0 

             29            9481             533               0 

             39            9481             534               0 

             35            9481             535               0 

             23            9481             536               0 

             23            9481             537               0 

             27            9481             538               0 

             19            9481             539               0 

             29            9481             540               0 

             21            9481             541               0 

             37            9481             542               0 

             37            9481             543               0 

             35            9481             544               0 

             25            9481             545               0 

