   BST_find |  BST_insert |     LSA_find |  LSA_insert | 

              1            5002               1               0 

              2            5002               2               0 

              3            5002               3               0 

              3            5002               4               0 

              4            5002               5               0 

              2            5002               6               0 

              3            5002               7               0 

              4            5002               8               0 

              4            5002               9               0 

              4            5002              10               0 

              5            5002              11               0 

              6            5002              12               0 

              4            5002              13               0 

              5            5002              14               0 

              5            5002              15               0 

              5            5002              16               0 

              6            5002              17               0 

              6            5002              18               0 

              6            5002              19               0 

              7            5002              20               0 

              5            5002              21               0 

              4            5002              22               0 

              6            5002              23               0 

              7            5002              24               0 

              5            5002              25               0 

              7            5002              26               0 

              6            5002              27               0 

              7            5002              28               0 

              6            5002              29               0 

              7            5002              30               0 

              7            5002              31               0 

              7            5002              32               0 

              8            5002              33               0 

              5            5002              34               0 

              5            5002              35               0 

              7            5002              36               0 

              8            5002              37               0 

              7            5002              38               0 

              8            5002              39               0 

              9            5002              40               0 

              9            5002              41               0 

              6            5002              42               0 

              5            5002              43               0 

              8            5002              44               0 

              9            5002              45               0 

              7            5002              46               0 

              6            5002              47               0 

              9            5002              48               0 

              6            5002              49               0 

             10            5002              50               0 

             11            5002              51               0 

              6            5002              52               0 

              7            5002              53               0 

              5            5002              54               0 

              7            5002              55               0 

              5            5002              56               0 

             10            5002              57               0 

             10            5002              58               0 

              6            5002              59               0 

              6            5002              60               0 

              8            5002              61               0 

              6            5002              62               0 

             11            5002              63               0 

              6            5002              64               0 

             10            5002              65               0 

             11            5002              66               0 

              6            5002              67               0 

              7            5002              68               0 

              9            5002              69               0 

             11            5002              70               0 

             12            5002              71               0 

             10            5002              72               0 

              9            5002              73               0 

             12            5002              74               0 

             11            5002              75               0 

             12            5002              76               0 

              8            5002              77               0 

              8            5002              78               0 

              9            5002              79               0 

             13            5002              80               0 

              8            5002              81               0 

             10            5002              82               0 

             10            5002              83               0 

              7            5002              84               0 

              7            5002              85               0 

              8            5002              86               0 

              8            5002              87               0 

              7            5002              88               0 

             11            5002              89               0 

              7            5002              90               0 

              6            5002              91               0 

              8            5002              92               0 

              7            5002              93               0 

             12            5002              94               0 

              8            5002              95               0 

             13            5002              96               0 

              9            5002              97               0 

              7            5002              98               0 

             10            5002              99               0 

             12            5002             100               0 

             11            5002             101               0 

             11            5002             102               0 

              9            5002             103               0 

              8            5002             104               0 

             11            5002             105               0 

              7            5002             106               0 

              7            5002             107               0 

              3            5002             108               0 

              7            5002             109               0 

              8            5002             110               0 

              8            5002             111               0 

             14            5002             112               0 

             13            5002             113               0 

              9            5002             114               0 

              7            5002             115               0 

             11            5002             116               0 

              9            5002             117               0 

              8            5002             118               0 

             13            5002             119               0 

              8            5002             120               0 

              8            5002             121               0 

             10            5002             122               0 

             10            5002             123               0 

             12            5002             124               0 

              9            5002             125               0 

              7            5002             126               0 

              9            5002             127               0 

              8            5002             128               0 

             10            5002             129               0 

              9            5002             130               0 

             10            5002             131               0 

              5            5002             132               0 

             10            5002             133               0 

             12            5002             134               0 

              8            5002             135               0 

             10            5002             136               0 

              8            5002             137               0 

             12            5002             138               0 

              9            5002             139               0 

              9            5002             140               0 

              7            5002             141               0 

              9            5002             142               0 

              8            5002             143               0 

              8            5002             144               0 

             10            5002             145               0 

              8            5002             146               0 

              8            5002             147               0 

              9            5002             148               0 

              9            5002             149               0 

              8            5002             150               0 

             10            5002             151               0 

             11            5002             152               0 

              7            5002             153               0 

              9            5002             154               0 

              8            5002             155               0 

              9            5002             156               0 

              9            5002             157               0 

             10            5002             158               0 

              8            5002             159               0 

             10            5002             160               0 

             12            5002             161               0 

              9            5002             162               0 

              9            5002             163               0 

              8            5002             164               0 

             10            5002             165               0 

             12            5002             166               0 

             12            5002             167               0 

             10            5002             168               0 

             10            5002             169               0 

             13            5002             170               0 

             13            5002             171               0 

              6            5002             172               0 

             12            5002             173               0 

             10            5002             174               0 

              8            5002             175               0 

             13            5002             176               0 

             14            5002             177               0 

              9            5002             178               0 

              7            5002             179               0 

             13            5002             180               0 

              9            5002             181               0 

              9            5002             182               0 

             14            5002             183               0 

             13            5002             184               0 

             11            5002             185               0 

              9            5002             186               0 

              8            5002             187               0 

             10            5002             188               0 

             14            5002             189               0 

              9            5002             190               0 

             11            5002             191               0 

             10            5002             192               0 

             11            5002             193               0 

             10            5002             194               0 

              8            5002             195               0 

             11            5002             196               0 

             11            5002             197               0 

             15            5002             198               0 

             13            5002             199               0 

             14            5002             200               0 

             10            5002             201               0 

              8            5002             202               0 

             11            5002             203               0 

             10            5002             204               0 

             13            5002             205               0 

             10            5002             206               0 

             15            5002             207               0 

              6            5002             208               0 

             10            5002             209               0 

             11            5002             210               0 

              7            5002             211               0 

             10            5002             212               0 

             11            5002             213               0 

             10            5002             214               0 

              6            5002             215               0 

              9            5002             216               0 

             11            5002             217               0 

              9            5002             218               0 

              8            5002             219               0 

             15            5002             220               0 

             11            5002             221               0 

              9            5002             222               0 

              9            5002             223               0 

             10            5002             224               0 

              9            5002             225               0 

             13            5002             226               0 

             15            5002             227               0 

             12            5002             228               0 

             14            5002             229               0 

              9            5002             230               0 

              7            5002             231               0 

             14            5002             232               0 

             10            5002             233               0 

             16            5002             234               0 

             11            5002             235               0 

             11            5002             236               0 

              8            5002             237               0 

             11            5002             238               0 

             11            5002             239               0 

              7            5002             240               0 

             11            5002             241               0 

              9            5002             242               0 

             13            5002             243               0 

             12            5002             244               0 

             14            5002             245               0 

             14            5002             246               0 

             12            5002             247               0 

             16            5002             248               0 

             14            5002             249               0 

             11            5002             250               0 

             10            5002             251               0 

              9            5002             252               0 

             11            5002             253               0 

             16            5002             254               0 

             14            5002             255               0 

             12            5002             256               0 

             14            5002             257               0 

              8            5002             258               0 

              9            5002             259               0 

              9            5002             260               0 

              8            5002             261               0 

              9            5002             262               0 

             10            5002             263               0 

              8            5002             264               0 

             10            5002             265               0 

              8            5002             266               0 

             11            5002             267               0 

              9            5002             268               0 

              9            5002             269               0 

             11            5002             270               0 

             10            5002             271               0 

             11            5002             272               0 

             13            5002             273               0 

             16            5002             274               0 

             13            5002             275               0 

             11            5002             276               0 

             15            5002             277               0 

             10            5002             278               0 

             10            5002             279               0 

             10            5002             280               0 

             17            5002             281               0 

             15            5002             282               0 

             10            5002             283               0 

             10            5002             284               0 

              6            5002             285               0 

             13            5002             286               0 

              9            5002             287               0 

             10            5002             288               0 

             13            5002             289               0 

             11            5002             290               0 

             11            5002             291               0 

             11            5002             292               0 

             11            5002             293               0 

             11            5002             294               0 

              7            5002             295               0 

             11            5002             296               0 

             12            5002             297               0 

             15            5002             298               0 

             13            5002             299               0 

             15            5002             300               0 

             10            5002             301               0 

              9            5002             302               0 

             10            5002             303               0 

              4            5002             304               0 

             16            5002             305               0 

              7            5002             306               0 

              9            5002             307               0 

             17            5002             308               0 

             15            5002             309               0 

             14            5002             310               0 

              6            5002             311               0 

             13            5002             312               0 

             14            5002             313               0 

             12            5002             314               0 

             10            5002             315               0 

              7            5002             316               0 

             10            5002             317               0 

              4            5002             318               0 

             12            5002             319               0 

              9            5002             320               0 

             10            5002             321               0 

             15            5002             322               0 

             12            5002             323               0 

             10            5002             324               0 

             11            5002             325               0 

              7            5002             326               0 

             11            5002             327               0 

              7            5002             328               0 

             16            5002             329               0 

              8            5002             330               0 

              8            5002             331               0 

              8            5002             332               0 

             10            5002             333               0 

             12            5002             334               0 

             13            5002             335               0 

             12            5002             336               0 

              8            5002             337               0 

             11            5002             338               0 

             11            5002             339               0 

              9            5002             340               0 

             14            5002             341               0 

             11            5002             342               0 

             16            5002             343               0 

              9            5002             344               0 

             11            5002             345               0 

              8            5002             346               0 

             11            5002             347               0 

             17            5002             348               0 

              9            5002             349               0 

              8            5002             350               0 

             12            5002             351               0 

             11            5002             352               0 

             16            5002             353               0 

             14            5002             354               0 

             13            5002             355               0 

             11            5002             356               0 

              8            5002             357               0 

             12            5002             358               0 

              6            5002             359               0 

             11            5002             360               0 

             12            5002             361               0 

              9            5002             362               0 

              5            5002             363               0 

             18            5002             364               0 

              9            5002             365               0 

             17            5002             366               0 

             12            5002             367               0 

             14            5002             368               0 

             12            5002             369               0 

             13            5002             370               0 

              9            5002             371               0 

             10            5002             372               0 

             11            5002             373               0 

             14            5002             374               0 

             11            5002             375               0 

             10            5002             376               0 

             10            5002             377               0 

             10            5002             378               0 

              9            5002             379               0 

              8            5002             380               0 

             10            5002             381               0 

              9            5002             382               0 

             13            5002             383               0 

              8            5002             384               0 

              9            5002             385               0 

             10            5002             386               0 

             10            5002             387               0 

             11            5002             388               0 

             14            5002             389               0 

             10            5002             390               0 

             17            5002             391               0 

              8            5002             392               0 

              7            5002             393               0 

             13            5002             394               0 

              9            5002             395               0 

              9            5002             396               0 

             12            5002             397               0 

              9            5002             398               0 

             11            5002             399               0 

             15            5002             400               0 

             12            5002             401               0 

              9            5002             402               0 

             12            5002             403               0 

             12            5002             404               0 

             11            5002             405               0 

             10            5002             406               0 

             12            5002             407               0 

             10            5002             408               0 

             14            5002             409               0 

             11            5002             410               0 

             11            5002             411               0 

             10            5002             412               0 

             10            5002             413               0 

             14            5002             414               0 

             17            5002             415               0 

              9            5002             416               0 

             15            5002             417               0 

              9            5002             418               0 

             10            5002             419               0 

             12            5002             420               0 

             10            5002             421               0 

              8            5002             422               0 

             12            5002             423               0 

             12            5002             424               0 

              9            5002             425               0 

             12            5002             426               0 

             10            5002             427               0 

             12            5002             428               0 

             10            5002             429               0 

             12            5002             430               0 

             11            5002             431               0 

             10            5002             432               0 

             11            5002             433               0 

             11            5002             434               0 

             11            5002             435               0 

             14            5002             436               0 

             12            5002             437               0 

             12            5002             438               0 

             11            5002             439               0 

             13            5002             440               0 

             11            5002             441               0 

             12            5002             442               0 

             14            5002             443               0 

             16            5002             444               0 

             16            5002             445               0 

             11            5002             446               0 

             11            5002             447               0 

              9            5002             448               0 

              8            5002             449               0 

             11            5002             450               0 

              8            5002             451               0 

             10            5002             452               0 

             12            5002             453               0 

             11            5002             454               0 

             15            5002             455               0 

              9            5002             456               0 

             10            5002             457               0 

             11            5002             458               0 

             13            5002             459               0 

             10            5002             460               0 

             12            5002             461               0 

             16            5002             462               0 

             11            5002             463               0 

             12            5002             464               0 

             12            5002             465               0 

             18            5002             466               0 

             10            5002             467               0 

              9            5002             468               0 

              9            5002             469               0 

             13            5002             470               0 

             13            5002             471               0 

             13            5002             472               0 

             17            5002             473               0 

             13            5002             474               0 

             14            5002             475               0 

             12            5002             476               0 

              9            5002             477               0 

             16            5002             478               0 

             14            5002             479               0 

              9            5002             480               0 

             13            5002             481               0 

             11            5002             482               0 

              8            5002             483               0 

             11            5002             484               0 

             10            5002             485               0 

             12            5002             486               0 

             13            5002             487               0 

             13            5002             488               0 

             13            5002             489               0 

             12            5002             490               0 

              5            5002             491               0 

              9            5002             492               0 

             15            5002             493               0 

              9            5002             494               0 

             12            5002             495               0 

             10            5002             496               0 

             14            5002             497               0 

             10            5002             498               0 

             12            5002             499               0 

              9            5002             500               0 

             14            5002             501               0 

             12            5002             502               0 

             16            5002             503               0 

             14            5002             504               0 

             10            5002             505               0 

             11            5002             506               0 

             12            5002             507               0 

              8            5002             508               0 

             12            5002             509               0 

              8            5002             510               0 

             10            5002             511               0 

             10            5002             512               0 

             13            5002             513               0 

             17            5002             514               0 

             15            5002             515               0 

             12            5002             516               0 

              9            5002             517               0 

             13            5002             518               0 

             14            5002             519               0 

             11            5002             520               0 

              9            5002             521               0 

             13            5002             522               0 

             18            5002             523               0 

             13            5002             524               0 

             12            5002             525               0 

             16            5002             526               0 

             11            5002             527               0 

             15            5002             528               0 

             15            5002             529               0 

             16            5002             530               0 

             14            5002             531               0 

             10            5002             532               0 

             19            5002             533               0 

             15            5002             534               0 

             11            5002             535               0 

             12            5002             536               0 

             14            5002             537               0 

             11            5002             538               0 

             11            5002             539               0 

             12            5002             540               0 

