   BST_find |  BST_insert |     LSA_find |  LSA_insert | 

              1           29461               1               0 

              2           29461               2               0 

              2           29461               3               0 

              3           29461               4               0 

              4           29461               5               0 

              5           29461               6               0 

              4           29461               7               0 

              6           29461               8               0 

              7           29461               9               0 

              6           29461              10               0 

              5           29461              11               0 

              8           29461              12               0 

              3           29461              13               0 

              3           29461              14               0 

              3           29461              15               0 

              4           29461              16               0 

              4           29461              17               0 

              5           29461              18               0 

              8           29461              19               0 

              9           29461              20               0 

              5           29461              21               0 

              5           29461              22               0 

              7           29461              23               0 

              6           29461              24               0 

              8           29461              25               0 

              9           29461              26               0 

              6           29461              27               0 

              7           29461              28               0 

              8           29461              29               0 

              4           29461              30               0 

              8           29461              31               0 

             10           29461              32               0 

              9           29461              33               0 

             11           29461              34               0 

             10           29461              35               0 

              6           29461              36               0 

              8           29461              37               0 

             10           29461              38               0 

              9           29461              39               0 

             10           29461              40               0 

             11           29461              41               0 

             12           29461              42               0 

              9           29461              43               0 

              9           29461              44               0 

             10           29461              45               0 

             13           29461              46               0 

              7           29461              47               0 

             14           29461              48               0 

             13           29461              49               0 

              5           29461              50               0 

              5           29461              51               0 

             15           29461              52               0 

             14           29461              53               0 

              7           29461              54               0 

              6           29461              55               0 

             11           29461              56               0 

              9           29461              57               0 

              7           29461              58               0 

             12           29461              59               0 

              4           29461              60               0 

             10           29461              61               0 

              6           29461              62               0 

             12           29461              63               0 

              9           29461              64               0 

             11           29461              65               0 

             14           29461              66               0 

              6           29461              67               0 

              7           29461              68               0 

             12           29461              69               0 

              8           29461              70               0 

              7           29461              71               0 

             12           29461              72               0 

              6           29461              73               0 

             11           29461              74               0 

              6           29461              75               0 

             13           29461              76               0 

              7           29461              77               0 

              8           29461              78               0 

              5           29461              79               0 

             10           29461              80               0 

              9           29461              81               0 

              9           29461              82               0 

             13           29461              83               0 

             15           29461              84               0 

              7           29461              85               0 

              6           29461              86               0 

              8           29461              87               0 

             11           29461              88               0 

              6           29461              89               0 

              9           29461              90               0 

              8           29461              91               0 

             12           29461              92               0 

             10           29461              93               0 

             13           29461              94               0 

              8           29461              95               0 

             15           29461              96               0 

              7           29461              97               0 

              8           29461              98               0 

             16           29461              99               0 

             10           29461             100               0 

              9           29461             101               0 

             11           29461             102               0 

             11           29461             103               0 

             10           29461             104               0 

             16           29461             105               0 

             13           29461             106               0 

              8           29461             107               0 

             12           29461             108               0 

              9           29461             109               0 

              5           29461             110               0 

             11           29461             111               0 

             12           29461             112               0 

             10           29461             113               0 

             17           29461             114               0 

              7           29461             115               0 

             16           29461             116               0 

             11           29461             117               0 

              6           29461             118               0 

              7           29461             119               0 

              6           29461             120               0 

             14           29461             121               0 

             11           29461             122               0 

             11           29461             123               0 

             13           29461             124               0 

             12           29461             125               0 

             10           29461             126               0 

              9           29461             127               0 

             10           29461             128               0 

              7           29461             129               0 

              8           29461             130               0 

             13           29461             131               0 

             13           29461             132               0 

             14           29461             133               0 

              9           29461             134               0 

             10           29461             135               0 

             15           29461             136               0 

             17           29461             137               0 

             17           29461             138               0 

             13           29461             139               0 

              9           29461             140               0 

             14           29461             141               0 

             11           29461             142               0 

             14           29461             143               0 

             11           29461             144               0 

             15           29461             145               0 

             15           29461             146               0 

             15           29461             147               0 

             10           29461             148               0 

             13           29461             149               0 

             15           29461             150               0 

             14           29461             151               0 

             14           29461             152               0 

             12           29461             153               0 

             16           29461             154               0 

             16           29461             155               0 

             12           29461             156               0 

              9           29461             157               0 

              7           29461             158               0 

             18           29461             159               0 

              9           29461             160               0 

             16           29461             161               0 

              8           29461             162               0 

             13           29461             163               0 

             10           29461             164               0 

             10           29461             165               0 

              8           29461             166               0 

             11           29461             167               0 

              8           29461             168               0 

              7           29461             169               0 

              7           29461             170               0 

             12           29461             171               0 

              8           29461             172               0 

              7           29461             173               0 

              8           29461             174               0 

             17           29461             175               0 

              9           29461             176               0 

             14           29461             177               0 

             11           29461             178               0 

              5           29461             179               0 

              9           29461             180               0 

              6           29461             181               0 

             12           29461             182               0 

             10           29461             183               0 

             11           29461             184               0 

             12           29461             185               0 

             11           29461             186               0 

             12           29461             187               0 

             16           29461             188               0 

             17           29461             189               0 

             15           29461             190               0 

              7           29461             191               0 

             14           29461             192               0 

             10           29461             193               0 

             11           29461             194               0 

             17           29461             195               0 

             14           29461             196               0 

              7           29461             197               0 

             13           29461             198               0 

             11           29461             199               0 

             10           29461             200               0 

             18           29461             201               0 

              7           29461             202               0 

              9           29461             203               0 

              9           29461             204               0 

             15           29461             205               0 

             15           29461             206               0 

             10           29461             207               0 

             10           29461             208               0 

              8           29461             209               0 

              9           29461             210               0 

             15           29461             211               0 

             11           29461             212               0 

             16           29461             213               0 

             13           29461             214               0 

              9           29461             215               0 

              4           29461             216               0 

             14           29461             217               0 

             12           29461             218               0 

              9           29461             219               0 

             16           29461             220               0 

             18           29461             221               0 

              9           29461             222               0 

             10           29461             223               0 

              8           29461             224               0 

             11           29461             225               0 

             16           29461             226               0 

             14           29461             227               0 

              8           29461             228               0 

             14           29461             229               0 

             15           29461             230               0 

              9           29461             231               0 

             10           29461             232               0 

             11           29461             233               0 

             17           29461             234               0 

             12           29461             235               0 

             12           29461             236               0 

             15           29461             237               0 

             17           29461             238               0 

             12           29461             239               0 

              8           29461             240               0 

             12           29461             241               0 

             18           29461             242               0 

              9           29461             243               0 

             12           29461             244               0 

             12           29461             245               0 

             16           29461             246               0 

             13           29461             247               0 

             11           29461             248               0 

              7           29461             249               0 

             11           29461             250               0 

             13           29461             251               0 

             12           29461             252               0 

             14           29461             253               0 

             12           29461             254               0 

             12           29461             255               0 

             13           29461             256               0 

